time,n_source,od,fluorescence,phi,growth_rate,production_rate
9.3375,Gly,0.372166667,27.83333333,74.70102199,0.127889595,9.819583093
9.611944444,Gly,0.384266667,28.66666667,74.51471759,0.142807431,12.54399127
9.886666667,Gly,0.398083333,29.66666667,74.76660565,0.11263398,8.956734736
10.16138889,Gly,0.412633333,31.33333333,75.98848897,0.134016985,13.63184356
10.43583333,Gly,0.425733333,32.5,76.68133882,0.116187731,9.449543291
10.71055556,Gly,0.4402,33.16666667,75.5337234,0.113804328,8.109807555
10.98527778,Gly,0.4547,34.16666667,75.41613592,0.104716013,12.34182114
11.25972222,Gly,0.468283333,35.16666667,75.31613776,0.109307229,7.913413307
11.53444444,Gly,0.482166667,36.66666667,76.12146827,0.086394899,12.70306153
11.80916667,Gly,0.4964,38,76.60789809,0.096583354,11.24585521
12.08361111,Gly,0.508733333,39.5,77.56369775,0.078719264,8.77178111
12.35833333,Gly,0.523516667,40.33333333,77.06703018,0.079872801,13.20109725
12.63305556,Gly,0.535833333,41.83333333,77.98981703,0.067027594,10.85612514
12.9075,Gly,0.547466667,43.66666667,79.71203418,0.066089954,9.164675162
13.18222222,Gly,0.5595,44.83333333,80.03682607,0.042816447,14.05929898
13.45694444,Gly,0.57225,46.33333333,80.64129409,0.03326757,8.393341519
13.73138889,Gly,0.581233333,48.5,82.8807608,0.045110743,9.621595779
14.00611111,Gly,0.590516667,50,84.29418139,0.051839465,6.928712966
14.28083333,Gly,0.597916667,52.33333333,86.84222855,0.049542386,10.0318574
14.55527778,Gly,0.600683333,54,88.99734659,0.047907393,9.900794281
14.83,Gly,0.606933333,55.16666667,89.94501647,0.047792063,8.167189189
15.10472222,Gly,0.609733333,56.5,91.72705809,0.027417347,6.963767431
15.37916667,Gly,0.614866667,58,93.35877886,0.044816649,7.781054352
15.65388889,Gly,0.6238,59.33333333,94.18213261,0.04355294,8.153857035
15.92861111,Gly,0.632166667,61,95.45453131,0.025212775,6.753824508
16.20305556,Gly,0.638866667,62,96.189569,0.030985092,5.918679667
16.47777778,Gly,0.642566667,63.5,97.90624635,0.034810039,13.27291233
16.75222222,Gly,0.64745,64.5,98.73149432,0.030254103,11.86912084
17.02694444,Gly,0.654066667,66,100.0824999,0.020961797,9.881741547
17.30166667,Gly,0.659883333,67.5,101.5603592,0.016503797,9.265070895
0,Glu,0.090533333,6.333333333,69.51536434,0.248357465,22.35760211
0.274722222,Glu,0.0933,8.5,94.18656192,0.2382631,19.99557979
